movieId,title,genres,imdbId,tmdbId,overview,poster_path,release_date,vote_average,vote_count
33649,Saving Face (2004),Comedy|Drama|Romance,384504,19316,A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,/7XbbgkKi4nEMOu9iwiANXpjKKhe.jpg,2004-09-12,7.262,248.0
33660,Cinderella Man (2005),Drama|Romance,352248,921,"The true story of boxer Jim Braddock who, following his retirement in the 1930s, makes a surprise comeback in order to lift his family out of poverty.",/wkeOjIcpuqLMW4GnVowlM9VI0JE.jpg,2005-06-02,7.6,2318.0
33669,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama,403508,9779,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",/wNshlUT6IZEz2AF3iZrlb2mX0pR.jpg,2005-06-01,6.517,1327.0
33672,Lords of Dogtown (2005),Action|Comedy|Drama,355702,9787,"The radical true story behind three teenage surfers from Venice Beach, California, who took skateboarding to the extreme and changed the world of sports forever. Stacy Peralta, Tony Alva and Jay Adams are the Z-Boys, a bunch of nobodies until they create a new style of skateboarding that becomes a worldwide phenomenon. But when their hobby becomes a business, the success shreds their friendship.",/k2NiPfydLSwmk28C6qpvpJPuqtq.jpg,2005-06-03,7.096,780.0
33677,Rock School (2005),Documentary,436727,23825,"It is about a music school in Philadelphia, The Paul Green School of Rock Music, run by Paul Green that teaches kids ages 9 to 17 how to play rock music and be rock stars. Paul Green teaches his students how to play music such as Black Sabbath and Frank Zappa better than anyone expects them to by using a unique style of teaching that includes getting very angry and acting childish.",/9yyIDpDoq5MBVFqZGvaPg4dAeAK.jpg,2005-02-27,6.1,15.0
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,356910,787,"A husband and wife struggle to keep their marriage alive until they realize they are both secretly working as assassins. Now, their respective assignments require them to kill each other.",/kjD700RtyhveN3ZbOnSvUSne0Qj.jpg,2005-06-07,6.688,10898.0
33681,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy,424774,14199,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",/xpFbHSkRgOxOoutKqXob9T8iBPA.jpg,2005-06-10,5.208,1572.0
33683,High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller,338095,10226,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",/vKeFa7CqSxmWsQDjHP6SJXKoDbj.jpg,2003-06-18,6.772,1407.0
33725,It's All Gone Pete Tong (2004),Comedy|Drama|Musical,388139,12109,"A comedy following the tragic life of the legendary Frankie Wilde. The story takes us through Frankie's life from being one of the best DJs alive, through a subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",/4AvbVwbejmSMKGEdLmVYDLAss1i.jpg,2004-09-12,6.5,193.0
33779,Eddie Izzard: Dress to Kill (1999),Comedy,184424,13589,"Eddie Izzard takes her show to San Francisco to give a brief history of pagan and Christian religions, the building of Stonehenge, the birth of the Church of England and of Western empires, and the need for a European dream.",/mwvsA31Ei0vYaOPRjF8FBL9For7.jpg,1999-06-13,7.7,76.0
33781,Quo Vadis (1951),Drama|Romance,43949,11620,"After fierce Roman commander Marcus Vinicius becomes infatuated with beautiful Christian hostage Lygia, he begins to question the tyrannical leadership of the despotic emperor Nero.",/dqF1dattMNiwGjPSphu2VSi558Q.jpg,1951-11-08,7.115,435.0
33794,Batman Begins (2005),Action|Crime|IMAX,372784,272,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",/sPX89Td70IDDjVr85jdSBb4rWGr.jpg,2005-06-10,7.719,22002.0
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),Action|Adventure|Fantasy|Sci-Fi,399102,15767,"Humanity finally rids themselves of Godzilla, imprisoning him in an icy tomb in the South Pole. All is peaceful until various monsters emerge to lay waste to Earth's cities. Overwhelmed, humanity is seemingly saved by a race of benevolent aliens known as Xiliens. But not all is what it seems with these bizarre visitors. If humanity wishes to survive, they must reluctantly resurrect their most hated enemy, Godzilla.",/21lWA4YyYppVnwAPOiBkGrt2FGr.jpg,2004-12-04,7.1,344.0
33815,"Perfect Man, The (2005)",Comedy|Drama|Romance,380623,15648,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",/s1zaWMtjzw1hm5tPXm2GLFJaCfY.jpg,2005-06-17,6.14,802.0
33826,Saint Ralph (2004),Comedy|Drama,384488,25248,"This Canadian made comedy/drama, set in Hamilton, Ontario in 1954, is a sweet and - at times - goofy story that becomes increasingly poignant as the minutes tick by.  It's the fictional tale of a wayward 9th grader, Ralph (Adam Butcher), who is secretly living on his own while his widowed, hospitalized mother remains immersed in a coma. Frequently in trouble with Father Fitzpatrick (Gordon Pinsent), the principal of his all-boys, Catholic school, Ralph is considered something of a joke among peers until he decides to pull off a miracle that could save his mother, i.e., winning the Boston Marathon.  Coached by a younger priest and former runner, Father Hibbert (Campbell Scott), whose cynicism has been lifted by the boy's pure hope, Ralph applies himself to his unlikely mission, fending off naysayers and getting help along a very challenging path from sundry allies and friends.",/3MdWgqUunIBWnc7mYi2dtZrD54Y.jpg,2005-08-05,6.955,78.0
33830,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance,400497,11451,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",/7lTfTZ8CDfXw09eAv3OOvsbCVgs.jpg,2005-06-22,5.816,2372.0
33834,Land of the Dead (2005),Action|Horror|Thriller,418819,11683,"The living dead have taken over the world, and the remaining humans live in a walled city to protect themselves as they cope with the situation.",/xxp0qcZ3n2YA53SIzWilDSfIaA4.jpg,2005-06-18,6.2,1692.0
33836,Bewitched (2005),Comedy|Fantasy|Romance,374536,9722,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",/8lx4EXmAZo8ogh4128UBZRQfCjI.jpg,2005-06-21,5.1,1609.0
33838,Rize (2005),Documentary,436724,2287,"A documentary film that highlights two street derived dance styles, Clowning and Krumping, that came out of the low income neighborhoods of L.A.. Director David LaChapelle interviews each dance crew about how their unique dances evolved. A new and positive activity away from the drugs, guns, and gangs that ruled their neighborhood. A raw film about a growing sub-culture movements in America.",/bx7UAcyumQZuNj3dZFK7Wh4dbRl.jpg,2005-01-15,6.6,45.0
33880,Me and You and Everyone We Know (2005),Comedy|Drama,415978,1382,"Single dad Richard meets Christine, a starving artist who moonlights as a cabbie. They awkwardly attempt to start a romance, but Richard’s divorce has left him emotionally damaged. Meanwhile, Richard’s sons—one a teenager, the other 6-years-old—take part in clumsy experiments with the opposite sex.",/hrj9VsInHnqSDBhEc2FvY0qd79F.jpg,2005-06-17,7.0,358.0
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",Comedy|Crime|Thriller,395125,9534,A playboy has the tables turned on him when he finds himself being used as a plaything by an undesirable woman.,/1wOWudCNA550cLNk3JFoqhxLOGB.jpg,2004-09-10,6.7,329.0
33896,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,420251,33908,"Features an anthology centred on the experiences of a witch doctor, a film-maker and a disgruntled extra determined to take revenge on him, and a novelist as well as her twin sister.",/r0UzUF15suxLatzvNK3TQKxp10h.jpg,2004-08-20,6.8,393.0
33903,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,408777,276,Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,/jpiXFtvBYemLbAktLPNx5xDGvJn.jpg,2004-10-25,7.2,358.0
33966,Cop and ½ (1993),Comedy,106613,12574,"When a pint-sized 8-year-old kid witnesses a murder he offers to help the police, if they make him a cop, too. Saddled with this streetwise sidekick, a hardboiled cop is forced to take his new partner seriously as they race the clock to bring the bad guys to justice.",/8JJd4j46J7IGRNBd2qC2BKSPsRL.jpg,1993-04-02,4.471,156.0
34018,At the Circus (1939),Comedy|Musical,31060,22553,"Jeff Wilson, the owner of a small circus, owes his partner Carter $10,000. Before Jeff can pay, Carter's accomplices steal the money so he can take over the circus. Antonio Pirelli and Punchy, who work at the circus, together with lawyer Loophole try to find the thief and get the money back.",/dJsDjHYfOemGvVtHTdivU0Tl0YK.jpg,1939-10-20,6.4,95.0
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,407304,74,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",/6Biy7R9LfumYshur3YKhpj56MpB.jpg,2005-06-28,6.527,8853.0
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,428803,1667,"Every year, thousands of Antarctica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.  This amazing, true-life tale is touched with humour and alive with thrills. Breathtaking photography captures the transcendent beauty and staggering drama of devoted parent penguins who, in the fierce polar winter, take turns guarding their egg and trekking to the ocean in search of food. Predators hunt them, storms lash them. But the safety of their adorable chicks makes it all worthwhile. So follow the leader... to adventure!!",/o9xJ1xG1WKlHkl8ACqq0LShOuMu.jpg,2005-01-26,7.077,1178.0
34129,Rebound (2005),Comedy,376108,7233,An acclaimed college hoops coach is demoted to a junior varsity team after a public meltdown.,/4l0Q1lAf4aV3h1LJQ00EpxVQefr.jpg,2005-07-01,5.594,344.0
34143,Dark Water (2005),Drama|Horror|Thriller,382628,9009,"Dahlia Williams and her daughter Cecelia move into a rundown apartment on New York's Roosevelt Island. Dahlia is in the midst of divorce proceedings, and the apartment, though near an excellent school for her daughter, is all she can afford. From the time she arrives, there are mysterious occurrences—and there is a constant drip from the ceiling in her daughter's bedroom…",/cm4M9xaBu78IjuAVNG4LCXdXsg.jpg,2005-07-08,5.677,1078.0
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama,411270,1553,"A ruthless real estate agent discovers a passion for piano and auditions with help from a young virtuoso, but the pressures of his corrupt career threaten to derail his musical aspirations.",/w4Y1WJMUP6w2hZo5FnQdZL3OWjN.jpg,2005-03-16,6.9,478.0
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi,120667,9738,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",/5qLP3JVg8NE3zdZd48lqhx7iN5Q.jpg,2005-06-29,5.802,9759.0
34153,Murderball (2005),Documentary,436613,14278,"Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece.",/qxaXzZnGsHaAJpSaF72nDhhL58n.jpg,2005-07-22,7.1,99.0
34162,Wedding Crashers (2005),Comedy|Romance,396269,9522,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",/lFM3lk2zVzC1YFnKm0r6LbFPyRu.jpg,2005-07-13,6.495,4569.0
34164,Happy Endings (2005),Comedy|Drama,361693,14922,"Filmmaker Nicky offers to track down the son that Mamie gave up for adoption nearly two decades before. Meanwhile, Mamie's stepbrother (and the father of her child), Charley, along with his boyfriend, Gil, try to find out what became of the sperm Gil donated to a lesbian couple. Finally, singer Jude becomes entangled in a love triangle with androgynous drummer Otis and his conservative father.",/76Hq3Buq6SIOe5Z7f5APwh1s7vU.jpg,2005-01-20,5.556,116.0
34271,Hustle & Flow (2005),Crime|Drama,410097,10476,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",/yO5QTMZ2Oex6mwsgJuwRuINGuOQ.jpg,2005-07-22,7.1,419.0
34292,Hardware (1990),Action|Horror|Sci-Fi,99740,11309,"Mark 13 is a government-built killing machine programmed with artificial intelligence, able to repair and recharge itself from any energy source. Through a series of coincidences, the cyborg's head ends up in the home of a sculptress as a bizarre Christmas present from her boyfriend. Once inside its new home, the cyborg promptly reconstructs the rest of its body using a variety of household utensils and proceeds to go on a murderous rampage.",/ybauOsdo6ColZ1WsALqIYjpUg4X.jpg,1990-09-14,5.9,327.0
34312,"Calcium Kid, The (2004)",Comedy,330111,31063,"When milkman Jimmy Connelly accidentally puts Britain's contender for the World title out of action, he is propelled from amateur boxer to the world stage and announced as the replacement contender for the championship fight.",/eug0h5nFQZTClWpmuf3E3xovsgS.jpg,2004-04-30,5.5,57.0
34319,"Island, The (2005)",Action|Sci-Fi|Thriller,399201,1635,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",/9MaZYEyFmQwNeDTxZGQEN8E0e4p.jpg,2005-07-21,6.687,5674.0
34321,Bad News Bears (2005),Children|Comedy,408524,13341,"Morris Buttermaker is a burned-out minor league baseball player who loves to drink and can't keep his hands to himself. His long-suffering lawyer arranges for him to manage a local Little League team, and Buttermaker soon finds himself the head of a rag-tag group of misfit players. Through unconventional team-building exercises and his offbeat coaching style, Buttermaker helps his hapless Bears prepare to meet their rivals, the Yankees.",/ja1yrgfYAGmwnridioMY3MV0GDm.jpg,2005-07-22,5.8,277.0
34323,"Devil's Rejects, The (2005)",Action|Crime|Horror,395584,1696,"The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.",/drZz4AuI7trq6BxlH9Xa4v4O0Pb.jpg,2005-07-22,6.751,1493.0
34326,Last Days (2005),Drama,403217,1665,"The life and struggles of a notorious rock musician seeping into a pit of loneliness whose everyday life involves friends and family seeking financial aid and favors, inspired by rock music legend Kurt Cobain and his final hours.",/btbp47CHXgLhw30kyDoVfNFLB3g.jpg,2005-06-12,5.5,389.0
34330,November (2004),Drama|Mystery,368089,9775,"Impelled by a spirit which still preserves a patina of idealism, Alfredo arrives to Madrid with the intention to create ""a performance that is free, straight from the heart, capable of making people feel alive"". His concept of what acting should be begins beyond the stage, out in the streets face to face with the public. Outdoors, in any town square, in a park or in the city's most commercial street, Alfredo and his troupe November start the show; demons to provoke passers-by, displays of social conscience, actions taken to the extreme to put the forces of law and order on full alert. There are no limits, no censorship; only ideas which are always valid so long as the public ceases to be the public and becomes part of the show swept by surprise, fear, tears or laughter. Theater as life, life as theater… there is no longer any difference.",/6K52ZhGL1XfD4Ds33WZIYHFpNum.jpg,2003-09-26,7.0,53.0
34332,Sky High (2005),Action|Adventure|Children|Comedy,405325,11459,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",/nBB0XNMwvYvWpo67EcxQqKMoMKf.jpg,2005-07-29,6.252,2396.0
34334,Stealth (2005),Action|Adventure|Sci-Fi|Thriller,382992,10048,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",/cVtQHyTwaDhYFVRFXSuDthC2bXH.jpg,2005-07-27,5.5,1109.0
34336,Must Love Dogs (2005),Comedy|Romance,417001,11648,"Sarah Nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love.",/252PdRj3y2S05DC4oSf2qk2vva3.jpg,2005-07-21,5.9,483.0
34338,"Aristocrats, The (2005)",Comedy|Documentary,436078,15258,"One hundred superstar comedians tell the same very, VERY dirty, filthy joke--one shared privately by comics since Vaudeville.",/Ag25aONVwWspQAuEPwNKmwUOvce.jpg,2005-07-29,5.9,173.0
34359,Georgy Girl (1966),Comedy,60453,42719,A homely but vivacious young woman dodges the amorous attentions of her father's middle-aged employer while attempting to please her glamorously stuck-up roommate Meredith.,/2v6ezHOqJM2HpSHiGWqLj0Mqs78.jpg,1966-08-04,6.2,50.0
34397,"Order, The (2001)",Action|Adventure|Drama|Thriller,193364,37632,"When Rudy, an artifacts smuggler, goes to Jerusalem to rescue his kidnapped archeologist father, he faces deportation by a scheming police chief. Now, to find his dad and recover a sacred scroll, he'll have to outwit officials and a ruthless sect. With the help of a beautiful Israeli cop, Rudy battles a faction of religious zealots determined to see a holy war at all costs.",/4zvDsEfIbbAy6rKLOI2UerX1um1.jpg,2001-05-05,5.1,266.0
34405,Serenity (2005),Action|Adventure|Sci-Fi,379786,16320,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",/4sqUOaPFoP2W81mq1UYqZqf5WzA.jpg,2005-09-25,7.4,3721.0
34437,Broken Flowers (2005),Comedy|Drama,412019,308,Introverted Don Johnston receives an anonymous letter from an ex-lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor motivates Don to embark on a cross-country search for his past flames seeking answers.,/gd8JNjwgiM6ZgGm6NFAkovQWoYn.jpg,2005-07-31,6.921,1425.0
34450,Miracles - Mr. Canton and Lady Rose (1989),Action|Comedy|Crime|Drama,98019,25074,A country boy becomes the head of a gang through the purchase of some lucky roses from an old lady. He and a singer at the gang's nightclub try to do a good deed for the old lady when her daughter comes to visit.,/70OnveJQzlYji1TOoODNGrU9Mjj.jpg,1989-06-15,7.1,174.0
34482,"Browning Version, The (1951)",Drama,43362,39946,"Andrew Crocker-Harris has been forced from his position as the classics master at an English public school due to poor health. As he winds up his final term, he discovers not only that his wife, Millie, has been unfaithful to him with one of his fellow schoolmasters, but that the school's students and faculty have long disdained him. However, an unexpected act of kindness causes Crocker-Harris to re-evaluate his life's work.",/fRlXkYgQc6QfwYMAlv2neKhRswl.jpg,1951-04-06,7.6,99.0
34520,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy,377818,6519,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.",/2ZrNyYJEgE0VIqhelQPqFTR20xF.jpg,2005-08-05,5.597,1255.0
34523,The Chumscrubber (2005),Comedy|Drama,406650,13919,"The Chumscrubber is a dark comedy about the lives of people who live in upper-class suburbia. It all begins when Dean Stiffle finds the body of his friend, Troy. He doesn't bother telling any of the adults because he knows they won't care. Everyone in town is too self consumed to worry about anything else than themselves. And everybody is on some form of drug just to get through their days.",/uMb26IjDgdq8p4H3XNO1CAsjT4m.jpg,2005-06-08,6.5,203.0
34528,Junebug (2005),Comedy|Drama,418773,1444,"On the way to meet with an independent artist in the South, newlywed art dealer Madeleine is convinced by her husband, George, that they should stop to meet his family in North Carolina. Madeleine's affluent lifestyle clashes with the family, but she befriends George's wide-eyed and pregnant sister-in-law, Ashley, who is nearing her due date. Through the family, Madeleine gains greater insight into George's character.",/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg,2005-08-03,6.5,238.0
34530,Deuce Bigalow: European Gigolo (2005),Comedy,367652,11453,Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.,/yXdQ4UGDFCsPrynJOdIk20AYLus.jpg,2005-08-12,5.3,981.0
34532,"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller,397101,9913,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,/wHmubdzrVw8oq7htzrf364wsJNp.jpg,2005-07-29,6.623,2195.0
34534,Four Brothers (2005),Action|Crime|Drama,430105,8292,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,/8cO39cnWSZQi2ncPG5TxL3YRzKc.jpg,2005-08-11,6.81,2294.0
34536,The Great Raid (2005),Action|Drama|War,326905,13922,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",/k5Q76tzV2T4RtDdYwNj64c1qQ16.jpg,2005-08-12,6.522,362.0
34540,Pretty Persuasion (2005),Comedy|Drama,381505,14166,A 15-year-old girl incites chaos among her friends and a media frenzy when she accuses her drama teacher of sexual harassment.,/oTbmRS9OBqACIlgRkTqHIc1n6lO.jpg,2005-01-22,5.779,140.0
34542,Grizzly Man (2005),Documentary,427312,501,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.",/zuZWpcuye25rpsiZ4XzsAvmLDHG.jpg,2005-08-12,7.5,909.0
34800,Private Resort (1985),Comedy,89839,17824,"Chasing women for the weekend at a luxurious Miami resort, teen buddies Ben and Jack get more than they bargained for after crossing paths with a crafty criminal.",/5BHuIo6MjmRWcmmSIt8kTUY0R58.jpg,1985-05-03,5.675,223.0
34811,Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller,396184,11328,"Tonny is released from prison - again. This time he has his mind set on changing his broken down life, but that is easier said than done.",/qxvyw5NZBphzWliVdSzn7gSxUel.jpg,2004-12-25,7.191,494.0
35015,Duma (2005),Adventure|Drama,361715,15907,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.,/opoDxQW9S6SaiP8rY7urw16QVTL.jpg,2005-04-22,7.3,200.0
35347,Animal Farm (1954),Animation|Drama,47834,11848,Animals on a farm lead a revolution against the farmers to put their destiny in their own hands. However this revolution eats their own children and they cannot avoid corruption.,/8SKtZe7LMrwoYe3AXbNlGwmd9U8.jpg,1954-12-28,7.0,512.0
35807,"Teahouse of the August Moon, The (1956)",Comedy,49830,43313,"In post-WWII Japan, an American captain is brought in to help build a school, but the locals want a teahouse instead.",/v2G1Vh14X9NslrHR9zGlGoV1i4M.jpg,1957-07-01,6.2,43.0
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,405422,6957,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",/mVeoqL37gzhMXQVpONi9DGOQ3tZ.jpg,2005-08-11,6.415,7018.0
35957,Red Eye (2005),Horror|Thriller,421239,11460,"An overnight flight to Miami quickly becomes a battle for survival when Lisa realizes her seatmate plans to use her as part of a chilling assassination plot against the Deputy Secretary of Homeland Security. If she refuses to cooperate, her own father will be killed. As the miles tick by, she's in a race against time to find a way to warn the potential victims before it's too late.",/j33szyBdJjrmnItyUgPBsqaBECE.jpg,2005-08-10,6.4,2441.0
36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller,387898,445,"George, host of a television show focusing on literature, receives videos shot on the sly that feature his family, along with disturbing drawings that are difficult to interpret. He has no idea who has made and sent him the videos. Progressively, the contents of the videos become more personal, indicating that the sender has known George for a long time.",/RJQEPEj4CMMga7euR2EkmdAIog.jpg,2005-10-05,7.042,1198.0
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy,133385,9564,"Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them.",/sJ4zNakOuWcsW6ssH1qk80JehQ2.jpg,1999-02-03,6.012,1990.0
36363,Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi,91341,20874,Two Soviet humans previously unknown to each other are transported to the planet Pluke in the Kin-dza-da galaxy due to a chance encounter with an alien teleportation device. They must come to grips with a language barrier and Plukian social norms (not to mention the laws of space and time) if they ever hope to return to Earth.,/b38fRsOD7LoPGQSmKeB2jQvVkGx.jpg,1986-12-01,7.7,269.0
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,361089,14175,"Set in 1944, Valiant is a woodland pigeon who wants to become a great hero someday. When he hears they are hiring recruits for the Royal Homing Pigeon Service, he immediately sets out for London. On the way, he meets a smelly but friendly pigeon named Bugsy, who joins him, mainly to get away from clients he cheated in a game of find-the pebble, and helps him sign up for the war.",/vY6WRn3vwjZq5Y1B2E4pmzJr1kF.jpg,2005-03-25,5.554,938.0
36401,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,355295,4442,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",/v6J7QGCSrtvwvqAt6783BbO3h61.jpg,2005-08-26,5.844,2862.0
36477,"Baxter, The (2005)",Comedy|Drama|Romance,401244,13169,"Mild mannered tax accountant Elliot Sherman is what he calls a ""Baxter"": the kind of calm, unexciting fellow who ""wears sock garters"" and ""enjoys raking leaves."" Loved by bosses and parents, Elliot is a perfectly nice guy. And that's his problem.",/9V1ASfnxMZxrkqIvVQYySE5qSwd.jpg,2005-08-26,6.052,48.0
36509,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,402901,9042,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",/q7eyZY2Akj68ivnRZ86OduCUexy.jpg,2005-08-26,5.445,992.0
36517,"Constant Gardener, The (2005)",Drama|Thriller,387131,1985,"Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.",/nkXq7V7mmJVbvwZGr3nxkHo7HkS.jpg,2005-08-31,6.99,1639.0
36519,Transporter 2 (2005),Action|Crime|Thriller,388482,9335,"Professional driver, and former Special Forces officer, Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policy director and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",/cdm17vK8PxHfTi7ayZf6WKbOgUO.jpg,2005-08-03,6.318,3803.0
